"","pwsid","district","severity","simpson","ground","surf","imported","recycled","desal","tot.source","propground","propsurf","propdesal","proprecyc","propimport","medinc","buyertier","sellertier","buyers","sellers","region","region2","PWS.name.2015","mean.pop.2015","tot.use.2015","tot.use.2013","tot.use.2015.gpcd","Population.2010","tot.use.2010","tot.use.2010.gpcd","change.tot","percent.change.tot","change.tot.gpcd","percent.change.tot.gpcd","hydrologic.region","nested","J_D_percent.change.tot","cons.st","cons.st.diff","cons.st.dummy"
"71",1910079,"Lynwood, City of",195.9725,0.085967196,1,0,1,0,0,2,0.954990551,0,0,0,0.045009449,44.022,0,3,0,1,"South","South","Lynwood  City of",66853.6666666667,1747505359,1911773580,71.6144103051215,65965,1896778671,78.778956918831,-149273312,-7.8698329057708,-7.16454661370945,-9.09449286195977,"South Coast",1,-0.108272634111221,-0.16,-0.0517273658887788,0
"72",1910083,"Manhattan Beach, City of",196,0.521111279,1,0,1,1,0,3,0.371210778,0,0,0.046622939,0.582166283,137.538,0,3,0,1,"South","South","Manhattan Beach  City of",35973.5,1507378926,1806354128,114.801319769061,35135,1680739458,131.059218396362,-173360532,-10.3145393044018,-16.2578986273002,-12.4050019725675,"South Coast",1,-0.193363871020847,-0.2,-0.00663612897915342,0
"73",1910090,"Monrovia, City of",194.8976,0,1,0,0,0,0,1,1,0,0,0,0,73.203,NA,NA,NA,NA,"South","South","Monrovia  City of",37696.1666666667,2036757606,2552632000,148.029848074496,38932,2414881761,169.940265429432,-378124155,-15.6580815303942,-21.9104173549359,-12.8930111410437,"South Coast",0,-0.240656787516964,-0.28,-0.0393432124830363,0
"74",1910091,"Montebello Land and Water Company",195.9725,0,1,0,0,0,0,1,1,0,0,0,0,45.801,NA,NA,NA,NA,"South","South","Montebello Land and Water Company",32219,976589761,1140137850,83.0438060244381,32219,1009486398,85.8411545642047,-32896637,-3.25874990145236,-2.7973485397666,-3.25874990145238,"South Coast",0,-0.163494908612781,-0.16,0.00349490861278109,1
"75",1910096,"Newhall County Water District",200.7674,0,0,0,1,0,0,1,0,0,0,0,1,75.845,0,2,0,1,"South","South","Newhall County Water District",45036,2640302426,3441463552,160.62050974137,44316,3440986560,212.730400721098,-800684134,-23.2690282289275,-52.1098909797279,-24.495742405923,"South Coast",1,-0.251656821456489,-0.28,-0.0283431785435106,0
"76",1910102,"Palmdale Water District",144.0867,0.581573309,1,1,1,0,0,3,0.404040404,0.101010101,0,0,0.494949495,47.7245,1,1,1,1,"South","South","Palmdale Water District",114508.5,5466679051,6963998942,130.79555560899,109395,6451849800,161.582346742701,-985170749,-15.2695859255744,-30.7867911337111,-19.0533135298097,"South Lahontan",1,-0.247023905401653,-0.32,-0.0729760945983473,0
"77",1910104,"CA Water Service Co - Palos Verdes",196,0,0,0,1,0,0,1,0,0,0,0,1,106.25,0,3,0,1,"South","South","California Water Service Company Palos Verdes",69901.75,5428489264,6896775794,212.763962647965,69020,5918431713,234.930185532881,-489942449,-8.27824790009536,-22.166222884916,-9.43523831756117,"South Coast",1,-0.280418037083519,-0.36,-0.0795819629164808,0
"78",1910105,"Paramount, City of",194.8976,0.518204124,1,0,1,1,0,3,0.593546561,0,0,0.050099066,0.356354373,45.868,0,3,0,1,"South","South","Paramount  City of",55295.8333333333,1960087572,2148931509,97.1158695559274,57989,2012781627,95.0951078818208,-52694055,-2.61797178060191,2.02076167410662,2.12499014840797,"South Coast",1,-0.133871452937555,-0.12,0.013871452937555,1
"79",1910124,"Pasadena, City of",195.9725,0.507721679,1,1,1,0,0,3,0.313468539,0.061882475,0,0,0.624648986,81.2085,1,2,1,1,"South","South","Pasadena  City of",166111,8881699761,10794349881,146.488938136184,175957,12762931968,198.724329800066,-3881232207,-30.410192710666,-52.2353916638812,-26.2853530397786,"South Coast",1,-0.208478905278696,-0.28,-0.0715210947213045,0
"80",1910125,"Pico Water District",194.8976,0,1,0,0,0,0,1,1,0,0,0,0,58.889,NA,NA,NA,NA,"South","South","Pico Water District",24988,891096122,1093850656,97.7012661419947,24011,976249596,111.392962700315,-85153474,-8.72251054944355,-13.6916965583201,-12.2913478790895,"South Coast",0,-0.222450348017836,-0.24,-0.0175496519821637,0
"81",1910126,"Pomona, City of",151.22935,0.674913605,3,1,1,0,0,5,0.678030483,0.153696406,0,0.003466122,0.164806989,55.333,0,3,0,1,"South","South","Pomona  City of",152124.833333333,6107374970,7524774910,109.992128160427,170229,6058873494,97.5136634076402,48501476,0.80050319664258,12.4784647527866,12.7966320992602,"South Coast",1,-0.237342493528795,-0.2,0.0373424935287951,1
"82",1910130,"Quartz Hill Water District",144.0867,0.456104252,1,0,1,0,0,2,0.351851852,0,0,0,0.648148148,71.94,0,2,0,1,"South","South","Quartz Hill Water District",20352,1303021202,1890466155,175.408859147497,17500,1772955291,277.566386066536,-469934089,-26.5056931432796,-102.157526919039,-36.8047184555519,"South Lahontan",1,-0.322513307306042,-0.36,-0.0374866926939579,0
"83",1910134,"CA Water Service Co - Hermosa Redondo District",196,0.220406662,1,0,1,1,0,3,0.113774369,0,0,0.010706296,0.875519335,91.705,0,3,0,1,"South","South","California Water Service Company Hermosa/Redondo",95777.3333333333,3507562516,4097581694,100.334390020689,96430,3871761582,110.00275825036,-364199066,-9.4065468207851,-9.66836822967059,-8.78920527398591,"South Coast",1,-0.183606716136718,-0.2,-0.0163932838632819,0
"84",1910140,"Rubio Canyon Land & Water Assoc",195.9725,0.530423571,1,1,1,0,0,3,0.60243309,0.081265207,0,0,0.316301703,101.6245,0,3,0,1,"South","South","Rubio Canyon Land and Water Association",9600,554599129,725345278,158.276007134703,9600,682983696,194.915438356164,-128384567,-18.7976034789563,-36.6394312214612,-18.7976034789562,"South Coast",1,-0.299996134461579,-0.36,-0.0600038655384212,0
"85",1910142,"Golden State Water Company - San Dimas",193.8227,0.451376618,1,1,1,0,0,3,0.312866969,0.015936923,0,0,0.671112229,78.9895,0,3,0,2,"South","South","Golden State Water Company San Dimas",54872,3110545135,4033128281,155.307651730453,56416,3612058335,175.412121257741,-501513200,-13.8844158506648,-20.1044695272878,-11.4612772385025,"South Coast",1,-0.279573286866482,-0.28,-0.000426713133517609,0
"86",1910143,"San Fernando, City of",195.9725,0,1,0,0,0,0,1,1,0,0,0,0,54.94,NA,NA,NA,NA,"South","South","San Fernando  City of",23666,900979195,1102681230,104.303057157311,23650,1656952335,191.949067160937,-755973140,-45.6243142323101,-87.6460100036258,-45.6610762948591,"South Coast",0,-0.208651081586684,-0.24,-0.0313489184133156,0
"87",1910144,"San Gabriel County Water District",195.9725,0,1,0,0,0,0,1,1,0,0,0,0,50.268,NA,NA,NA,NA,"South","South","San Gabriel County Water District",45000,1737368121,2133176592,105.775836894977,45000,2078277678,126.531365479452,-340909557,-16.4034652639906,-20.7555285844749,-16.4034652639906,"South Coast",0,-0.216228831628347,-0.2,0.0162288316283465,1
"88",1910146,"Santa Monica, City of",196,0.266503536,1,0,1,1,0,3,0.148827138,0,0,0.00779502,0.843377842,81.667,0,2,0,1,"South","South","Santa Monica  City of",92734,3837600000,4570700000,113.377753604285,91000,4514665605,135.922493000151,-677065605,-14.9970266734739,-22.5447393958659,-16.5864669623452,"South Coast",1,-0.217743177987985,-0.2,0.0177431779879855,1
"89",1910152,"South Gate, City of",195.9725,0,1,0,0,0,0,1,1,0,0,0,0,40.9855,NA,NA,NA,NA,"South","South","South Gate  City of",95900,2505569379,2750912692,71.5805384890082,102832,2737800102,72.9424906377419,-232230723,-8.48238418978626,-1.36195214873364,-1.867158821732,"South Coast",0,-0.122834026343416,-0.12,0.0028340263434159,1
"90",1910154,"South Pasadena, City of",195.9725,0.010497293,1,0,1,0,0,2,0.994723512,0,0,0,0.005276488,75.667,0,3,0,1,"South","South","South Pasadena  City of",25899,1118364458,1498147554,118.306197679394,25899,1416474297,149.841750593851,-298109839,-21.0459052897308,-31.5355529144564,-21.0459052897308,"South Coast",1,-0.282276883856988,-0.28,0.00227688385698843,1
"91",1910155,"Golden State Water Company - Southwest",195.98625,0.596138321,2,0,1,0,0,3,0.571270829,0,0,0.007327846,0.421401325,47.531,0,3,0,1,"South","South","Golden State Water Company Southwest",271677,8777883498,9743120594,88.5205441937724,271861,9128064063,91.9896369584114,-350180565,-3.8363070480567,-3.469092764639,-3.77117779713315,"South Coast",1,-0.117540242451903,-0.12,-0.00245975754809667,0
"92",1910156,"Beverly Hills, City of",196,0.179975594,1,0,1,0,0,2,0.099984747,0,0,0,0.900015253,93.3625,0,2,0,1,"South","South","Beverly Hills  City of",42927.5,3399216917,3944985471,216.945386064271,34000,3591529722,289.406101692184,-192312805,-5.35462100792271,-72.4607156279132,-25.0377290610767,"South Coast",1,-0.179517783052549,-0.32,-0.140482216947451,0
"93",1910157,"Sunny Slope Water Company",193.7665,0.288228554,2,0,0,0,0,2,1,0,0,0,0,71.646,NA,NA,NA,NA,"North","South","Sunny Slope Water Company",30611,1054851989,1375972738,94.4106840454434,30500,1280268579,115.002791735908,-225416590,-17.6069766686042,-20.5921076904649,-17.9057459211534,"South Coast",0,-0.271340381368352,-0.24,0.0313403813683515,1
"94",1910166,"Valley Water Company",195.9725,0.386225673,1,0,1,0,0,2,0.261489699,0,0,0,0.738510301,153.029,0,3,0,1,"South","South","Valley Water Company",9900,970320379,1280465770,268.526464369725,9900,1073679045,297.129941884599,-103358666,-9.62658873537017,-28.6034775148748,-9.62658873537017,"South Coast",1,-0.272245954043699,-0.36,-0.0877540459563007,0
"95",1910173,"Whittier, City of",193.8227,0.018356812,1,0,0,1,0,2,0.990735768,0,0,0.009264232,0,64.793,NA,NA,NA,NA,"South","South","Whittier  City of",49661.6666666667,2313958962,2736790291,127.656078018335,55155,2295946146,114.047020464122,18012816,0.784548715630022,13.6090575542134,11.9328479594035,"South Coast",0,-0.18908459307892,-0.2,-0.01091540692108,0
"96",1910179,"Burbank, City of",195.9725,0.579409302,1,0,1,1,0,3,0.454637143,0,0,0.092146885,0.453215972,72.256,0,2,0,1,"South","South","Burbank  City of",106084,4901522336,6247940431,126.586745577167,108469,5732044941,144.78083798199,-830522605,-14.4891153776458,-18.1940924048228,-12.5666439415733,"South Coast",1,-0.262003205742821,-0.24,0.0220032057428213,1
"97",1910194,"Rowland Water District",193.8227,0.087393562,1,0,1,1,0,3,0.036219925,0,0,0.009206983,0.954573091,63.203,0,3,0,1,"South","South","Rowland Water District",62106,3364057547,3707342025,148.401056567451,62106,3756736179,165.723567572718,-392678632,-10.452653933887,-17.3225110052676,-10.452653933887,"South Coast",1,-0.115820385368992,-0.2,-0.084179614631008,0
"98",1910200,"Suburban Water Systems - San Jose Hills",193.8227,0.530586025,1,0,4,1,0,6,0.536108255,0,0,0.039067493,0.424824252,92.898,0,4,0,4,"South","South","Suburban Water Systems San Jose Hills",178500,7692218228,9525921065,118.064820659223,178500,9221583300,141.538441349142,-1529365072,-16.5846256791933,-23.4736206899198,-16.5846256791933,"South Coast",1,-0.235331501595228,-0.24,-0.00466849840477193,0
"99",1910204,"Los Angeles County Water District #29",195.98625,0,0,0,1,0,0,1,0,0,0,0,1,120.56,0,3,0,1,"South","South","Los Angeles County Public Works Waterworks District 29",22207.25,2334103098,2684364055,287.960148519928,31229,2482984620,217.832706428035,-148881522,-5.99607105097574,70.1274420918936,32.1932565783282,"South Coast",1,-0.205658486152844,-0.36,-0.154341513847156,0
"100",1910213,"Torrance, City of",196,0.169205098,1,0,2,0,1,4,0.043904569,0,0.046881823,0,0.909213608,77.438,0,3,0,2,"South","South","Torrance  City of",105129.75,5236758283,6371047101,136.472149578243,145000,7977158331,150.725712442135,-2740400048,-34.3530858269485,-14.2535628638921,-9.45662331459485,"South Coast",1,-0.216241472937505,-0.2,0.0162414729375047,1
"101",1910225,"Las Virgenes Water District",195.9908333,0,0,0,1,0,0,1,0,0,0,0,1,116.848,0,2,0,1,"South","South","Las Virgenes Municipal Water District",75384,5842841936,7719420305,212.349916773153,75384,8458440258,307.410178897742,-2615598322,-30.9229390078882,-95.0602621245888,-30.9229390078882,"South Coast",1,-0.290350257928259,-0.36,-0.0696497420717413,0
"102",1910234,"Walnut Valley Water District",193.8227,0.160203453,1,0,1,1,0,3,0.024268934,0,0,0.061730573,0.914000494,86.667,1,3,1,1,"South","South","Walnut Valley Water District",113236,5410244842,6780942129,130.899966514352,113236,9159671610,221.616718290374,-3749426768,-40.9340741419877,-90.7167517760217,-40.9340741419877,"South Coast",1,-0.251445233185286,-0.28,-0.0285547668147137,0
"103",1910239,"Lakewood, City of",193.8227,0.088643595,1,0,0,1,0,2,0.953517588,0,0,0.046482412,0,81.8855,NA,NA,NA,NA,"South","South","Lakewood  City of",59081,2144545548,2743382267,99.4476609196615,80048,2767126692,94.7077880668859,-622581144,-22.4991918801526,4.7398728527756,5.00473398177998,"South Coast",0,-0.260924305856268,-0.2,0.0609243058562682,1
"104",1910240,"Valencia Water Company",200.7674,0,0,0,1,0,0,1,0,0,0,0,1,100.625,0,3,0,1,"South","South","Valencia Water Company",118224,7554024638,10299397857,175.057161932677,113296,9890881254,239.181478653081,-2336856616,-23.6263741924406,-64.1243167204042,-26.8099006166831,"South Coast",1,-0.289092189695281,-0.24,0.0490921896952812,1
"105",1910245,"Santa Fe Springs, City of",194.8976,0.366304525,1,0,2,1,0,4,0.141326986,0,0,0.079291877,0.779381137,66.709,0,3,0,2,"South","South","Santa Fe Springs  City of",18199,1718550202,2139889129,258.715133678126,18199,1864193571,280.640675123652,-145643369,-7.81267413779746,-21.9255414455258,-7.81267413779747,"South Coast",1,-0.213310292642657,-0.16,0.0533102926426571,1
"106",2010002,"Madera, City of",216.5049,0,1,0,0,0,0,1,1,0,0,0,0,34.8,NA,NA,NA,NA,"North","Central Valley","Madera  City of",63643.3333333333,3021977000,3853902000,130.090436931272,58243,5249785461,246.947682395368,-2227808461,-42.4361810125406,-116.857245464097,-47.3206487830106,"San Joaquin River",0,-0.26790747340181,-0.28,-0.0120925265981896,0
"107",2110002,"Marin Municipal Water District",75.0144,0.403494034,0,1,1,1,0,3,0,0.73058364,0,0.019684436,0.249731924,103.005,0,1,0,1,"North","North","Marin Municipal Water District",188200,7462841634,9131328022,108.640496615376,190600,7322197821,105.250870660783,140643813,1.92078685168318,3.38962595459286,3.22052058411699,"San Francisco Bay",1,-0.215547304606504,-0.2,0.0155473046065036,1
"108",2110003,"North Marin Water District",72.91183333,0.436280488,0,1,1,1,0,3,0,0.293501282,0,0.015605841,0.690892877,82.383,0,1,0,1,"North","North","North Marin Water District",61298.1666666667,2352500000,3.254e+09,105.145158981678,60423,2877916032,130.491724302571,-525416032,-18.2568228592432,-25.3465653208931,-19.4238871900582,"San Francisco Bay",1,-0.289848489739429,-0.24,0.0498484897394286,1
"109",2410005,"Los Banos, City of",216.5049,0,1,0,0,0,0,1,1,0,0,0,0,42.167,NA,NA,NA,NA,"North","Central Valley","Los Banos, City of",37168,2169047000,2765253000,159.884699756456,35972,2473534941,188.391194749645,-304487941,-12.3098297886547,-28.5064949931898,-15.1315431865445,"San Joaquin River",0,-0.222897364458165,-0.28,-0.0571026355418346,0
"110",2410009,"Merced, City of",216.5049,0,1,0,0,0,0,1,1,0,0,0,0,31.705,NA,NA,NA,NA,"North","Central Valley","Merced  City of",83400,5834340000,8950680000,191.66058933675,83400,7709960511,253.275533359614,-1875620511,-24.3272388791616,-61.6149440228639,-24.3272388791616,"San Joaquin River",0,-0.369942537270468,-0.36,0.00994253727046762,1
"111",2610001,"Mammoth Community Water District",164.2724,0.631812056,1,1,0,1,0,3,0.33993808,0.461919505,0,0.198142415,0,60.518,NA,NA,NA,NA,"North","Central Valley","Mammoth Community Water District",16739,535545000,779970000,87.6543745350658,16739,706770819,115.679455655605,-171225819,-24.2264980948513,-28.0250811205396,-24.2264980948513,"South Lahontan",0,-0.222341071382459,-0.2,0.0223410713824592,1
"112",2701202,"CA-American Water - Monterey District",203.9213,0.52734096,2,2,0,0,1,5,0.261534858,0.730658131,0.007728941,0,0,58.036,NA,NA,NA,NA,"North","North","California-American Water Company Monterey District",100623,3265581987,3894419847,88.9140650187687,99396,3688633320,101.672549321188,-423051333,-11.4690536114335,-12.7584843024189,-12.5486027325964,"Central Coast",0,-0.187383932434948,-0.08,0.107383932434948,1
"113",2710009,"CA Water Service Co - King City",203.9213,0,1,0,0,0,0,1,1,0,0,0,0,39.2615,NA,NA,NA,NA,"North","North","California Water Service Company King City",14853.6666666667,469714832,579005401,86.6378638732253,10406,528530322,139.153207712094,-58815490,-11.128120289757,-52.5153438388691,-37.7392262113874,"Central Coast",0,-0.229105590618732,-0.12,0.109105590618732,1
"114",2710010,"CA Water Service Co - Salinas",179.72955,0,1,0,0,0,0,1,1,0,0,0,0,56.806,NA,NA,NA,NA,"North","North","California Water Service Company Salinas District",120194.583333333,4776688654,6210728199,108.880266208366,134870,4958148816,100.718983902307,-181460162,-3.65983694185269,8.16128230605945,8.10302287598091,"Central Coast",0,-0.248514422666656,-0.16,0.0885144226666559,1
"115",2710011,"Soledad, City of",203.9213,0,1,0,0,0,0,1,1,0,0,0,0,49.166,NA,NA,NA,NA,"North","North","Soledad, City of",16729,657641772,803521300,107.702688711343,16729,767379105,125.674487826488,-109737333,-14.300276393374,-17.971799115145,-14.3002763933741,"Central Coast",0,-0.200327581498414,-0.24,-0.0396724185015855,0
"116",2710017,"Marina Coast Water District",170.2374,0,1,0,0,0,0,1,1,0,0,0,0,75.519,NA,NA,NA,NA,"North","North","Marina Coast Water District",32375,1051877731,1443906326,89.0148817686571,32184,1292976768,110.067179471464,-241099037,-18.6468189504237,-21.0522977028066,-19.1267713081216,"Central Coast",0,-0.317713545759749,-0.12,0.197713545759749,1
"117",2810003,"Napa, City of",119.06775,0.490152335,0,2,1,0,0,3,0,0.614341085,0,0,0.385658915,74.338,1,1,1,1,"North","North","Napa  City of",85896,3730998838,4817061643,119.003383448095,86743,4521834327,142.819445917945,-790835489,-17.4892628037675,-23.81606246985,-16.6756440740803,"San Francisco Bay",1,-0.24179473921831,-0.2,0.0417947392183105,1
"118",2810005,"American Canyon, City of",102.7762,0.046031193,0,0,3,1,0,4,0,0,0,0.023571198,0.976428802,89.914,0,2,0,3,"North","North","Alco Water Service",29179,1221396000,1495806000,114.681463071349,19532,931608009,130.675338397964,289787991,31.1062150819272,-15.993875326615,-12.2393984379107,"Central Coast",1,-0.24857415821354,-0.24,0.0085741582135396,1
"119",2910003,"Truckee-Donner Public Utilities District",194.3171,0,1,0,0,0,0,1,1,0,0,0,0,75.405,NA,NA,NA,NA,"North","Central Valley","Truckee-Donner Public Utilities District",32776,1188657233,1641856890,99.3591395809162,16280,1849204425,311.198617515398,-660547192,-35.7206149341764,-211.839477934482,-68.0721140812909,"North Lahontan",0,-0.203363012592528,-0.28,-0.0766369874074723,0
"120",3010001,"Anaheim, City of",166.1529,0.441634029,1,0,1,0,0,2,0.670830283,0,0,0,0.329169717,60.884,0,2,0,1,"South","South","Anaheim  City of",359478.25,18058686085,21602320352,137.632394415159,364921,21808881579,163.735056328386,-3750195494,-17.1957258808315,-26.1026619132267,-15.9420117466326,"South Coast",1,-0.218722182660249,-0.2,0.0187221826602486,1
"121",3010002,"Brea, City of",193.8227,0.020177276,1,0,2,0,0,3,0.010192525,0,0,0,0.989807475,91.146,0,3,0,2,"South","South","Brea  City of",43017.6666666667,3091629463,3733256989,196.900909862986,40377,3164990763,214.756112882656,-73361300,-2.31789933979027,-17.8552030196702,-8.31417684926452,"South Coast",1,-0.210556886981319,-0.24,-0.0294431130186814,0
"122",3010003,"Buena Park, City of",193.8227,0.512239117,1,1,1,0,0,3,0.58492037,0,0,0.035081858,0.379997773,72.697,0,3,0,1,"South","South","Buena Park  City of",82625.0833333333,4014359242,5005403771,133.110237895435,84141,5851632258,190.535757835063,-1837273016,-31.3976158274162,-57.4255199396276,-30.1389726485556,"South Coast",1,-0.221677200964543,-0.2,0.0216772009645426,1
"123",3010004,"Mesa Consolidated Water District",152.318,0.309756616,1,0,1,1,0,3,0.819587629,0,0,0.056701031,0.12371134,70.943,0,3,0,1,"South","South","Mesa Water District",108000,4935964832,5945126700,125.214734449518,111166,6321509400,155.795871360096,-1385544568,-21.9179389023767,-30.5811369105781,-19.6289777409408,"South Coast",1,-0.174314328540124,-0.2,-0.0256856714598756,0
"124",3010010,"Fullerton, City of",193.8227,0.471203446,1,0,1,0,0,2,0.619992821,0,0,0,0.380007179,67.886,0,2,0,1,"South","South","Fullerton  City of",138000,8084504245,9558734306,160.502367381378,138000,8463979725,168.036127159023,-379475480,-4.48341669438486,-7.53375977764543,-4.48341669438487,"South Coast",1,-0.209334490440505,-0.28,-0.0706655095594947,0
"125",3010017,"Laguna Beach County Water District",158.28375,0,0,0,1,0,0,1,0,0,0,0,1,84.775,0,3,0,1,"South","South","Laguna Beach County Water District",19121,999650267,1181090857,143.233505297554,20850,1073353194,141.040464373707,-73702927,-6.86660527140519,2.19304092384698,1.5549019450448,"South Coast",1,-0.217300860182668,-0.24,-0.022699139817332,0
"126",3010018,"La Habra, City of",193.8227,0.358172847,1,0,2,0,0,3,0.233703968,0,0,0,0.766296032,68.835,0,3,0,2,"South","South","La Habra  City of Public Works",63118,2698258359,3168914903,117.121718920031,63118,3194317353,138.653860891993,-496058994,-15.5294211307501,-21.5321419719621,-15.5294211307501,"South Coast",1,-0.221160441424607,-0.28,-0.0588395585753934,0
"127",3010023,"Newport Beach, City of",141.7345,0.497620566,1,0,1,1,0,3,0.603905077,0,0,0.02595374,0.370141184,108.0205,0,3,0,1,"South","South","Newport Beach  City of",65940.6666666667,4389459851,5346775500,182.374822820515,67030,5423789895,221.687279463908,-1034330044,-19.0702454192319,-39.3124566433926,-17.7332938265377,"South Coast",1,-0.199030136969705,-0.28,-0.0809698630302954,0
"128",3010027,"Orange, City of",166.8786667,0.505591046,1,0,1,1,0,3,0.60224458,0,0,0.036696126,0.361059295,81.518,0,3,0,1,"South","South","Orange  City of",139394.416666667,8164077163,10330011598,160.460764699332,130325,9962242623,209.428854060844,-1798165460,-18.0498059327379,-48.9680893615113,-23.3817300777882,"South Coast",1,-0.278902701916794,-0.28,-0.00109729808320602,0
"129",3010030,"San Juan Capistrano, City of",120.5675,0.420078206,1,0,1,1,0,3,0.225281602,0,0,0.048924792,0.725793606,79.3995,0,3,0,1,"South","South","San Juan Capistrano  City of",39047,2288506709,2786388137,160.572678938729,40262,2978603991,202.686376222047,-690097282,-23.1684804050879,-42.113697283318,-20.7777641834109,"South Coast",1,-0.219765164436052,-0.28,-0.0602348355639481,0
"130",3010035,"Golden State Water Company - Placentia",151.22935,0.484226929,1,0,1,0,0,2,0.588806169,0,0,0,0.411193831,76.1765,0,3,0,1,"South","South","Golden State Water Company Placentia",46543,1950155619,2488038571,114.794751237551,49342,2214809247,122.977798624418,-264653628,-11.9492741128148,-8.18304738686734,-6.65408510999526,"South Coast",1,-0.254389039268934,-0.24,0.0143890392689342,1
"131",3010036,"San Clemente, City of",120.5675,0.266862853,1,0,1,1,0,3,0.061446977,0,0,0.089197225,0.849355798,88.848,0,3,0,1,"South","South","San Clemente  City of",51770.5,2467379591,3036153255,130.575213392405,55398,3287836590,162.601023131739,-820456999,-24.9543119477237,-32.0258097393335,-19.6959460171332,"South Coast",1,-0.267119890089186,-0.24,0.0271198900891862,1
"132",3010037,"Yorba Linda Water District",151.22935,0.485618916,1,0,1,0,0,2,0.415202937,0,0,0,0.584797063,104.779,0,3,0,1,"South","South","Yorba Linda Water District",72939,4806875531,6802630799,180.555285961416,77320,6567201054,232.699581670907,-1760325523,-26.804806317416,-52.1442957094908,-22.4084183285019,"South Coast",1,-0.368157314287205,-0.36,0.00815731428720456,1
"133",3010038,"Santa Ana, City of",166.8786667,0.475607353,1,0,1,1,0,3,0.617393162,0,0,0.004188034,0.378418803,55.147,0,2,0,1,"South","South","Santa Ana  City of",332005,11048709505,12891431912,91.1746419481634,358136,15768255741,120.626523611907,-4719546236,-29.9306804349223,-29.4518816637437,-24.4157593055567,"South Coast",1,-0.17146349626026,-0.12,0.0514634962602601,1
"134",3010041,"Seal Beach, City of",194.91135,0.471220821,1,0,1,0,0,2,0.619956616,0,0,0,0.380043384,87.3985,1,3,1,1,"South","South","Seal Beach  City of",25096.6666666667,1065152920,1240043899,116.279473160401,25561,1622412129,173.896355267255,-557259209,-34.3475741483439,-57.616882106854,-33.1328865509026,"South Coast",1,-0.159217958337867,-0.08,0.0792179583378673,1
"135",3010042,"South Coast Water District",120.5675,0.344897247,1,0,1,1,0,3,0.090688027,0,0,0.113002432,0.796309541,96.014,0,3,0,1,"South","South","South Coast Water District",34940.0833333333,1661092821,2183693337,130.249810574286,38641,2395982403,169.880058763617,-734889582,-30.6717437106319,-39.6302481893311,-23.3283697202362,"South Coast",1,-0.281351960308602,-0.24,0.0413519603086024,1
"136",3010046,"Tustin, City of",152.318,0.270906267,1,0,1,0,0,2,0.838447731,0,0,0,0.161552269,76.5375,0,4,0,1,"South","South","Tustin  City of",67700,3148800094,3981937023,127.427615548046,69010,4344897234,172.494247766355,-1196097140,-27.528778601257,-45.0666322183087,-26.1264551148116,"South Coast",1,-0.271117975339653,-0.28,-0.00888202466034682,0
"137",3010047,"Golden State Water Company - Cowan Heights",152.318,0.48782541,1,0,1,0,0,2,0.578021118,0,0,0,0.421978882,149.3335,0,4,0,1,"South","South","Golden State Water Company Cowan Heights",7254,699342333,939527420,264.131016236672,5353,778783890,398.5904153093,-79441557,-10.20071909808,-134.459399072628,-33.7337261279324,"South Coast",1,-0.319016780287601,-0.36,-0.0409832197123992,0
"138",3010053,"Huntington Beach, City of",152.318,0.471186316,1,0,1,0,0,2,0.620028505,0,0,0,0.379971495,87.143,0,3,0,1,"South","South","Huntington Beach  City of",196041,8237067882,9994156531,115.115252757094,204831,9410251029,125.867225510265,-1173183147,-12.4670759938768,-10.7519727531715,-8.54231330640922,"South Coast",1,-0.226370070210495,-0.2,0.0263700702104951,1
"139",3010062,"Garden Grove, City of",166.1529,0.471200667,1,0,1,0,0,2,0.619998611,0,0,0,0.380001389,58.2495,0,3,0,1,"South","South","Garden Grove  City of",177020,7208257172,8646663125,111.561686737664,177020,9381901992,145.203033973408,-2173644820,-23.1684878167932,-33.6413472357431,-23.1684878167932,"South Coast",1,-0.202086225054114,-0.2,0.00208622505411374,1
"140",3010064,"Westminster, City of",196,0.471315998,1,0,1,0,0,2,0.619758094,0,0,0,0.380241906,57.949,0,3,0,1,"South","South","Westminster  City of",93403,3496809418,4071122557,102.569508210041,94294,3600653550,104.617518045425,-103844132,-2.88403564958367,-2.04800983538433,-1.95761653846068,"South Coast",1,-0.185744771627293,-0.2,-0.0142552283727069,0
"141",3010068,"East Orange County Water District",152.318,0.226699269,1,0,1,0,0,2,0.130337498,0,0,0,0.869662502,120.625,1,3,2,1,"South","South","East Orange County Water District",3247,233570304,328295313,197.079963380317,3656,367559928,275.441329696352,-133989624,-36.4538171310122,-78.3613663160347,-28.4493857194273,"South Coast",1,-0.356892595219421,-0.36,-0.00310740478057947,0
"142",3010069,"Fountain Valley, City of",152.318,0.590132903,1,0,1,1,0,3,0.532359868,0,0,0.141309468,0.326330664,85.9375,0,2,0,1,"South","South","Fountain Valley  City of",58456.6666666667,2553078518,3316189973,119.656765679764,59227,3458908365,160.002385296784,-905829847,-26.1883158329926,-40.3456196170193,-25.2156363432854,"South Coast",1,-0.22331725954405,-0.2,0.02331725954405,1
"143",3010073,"Moulton Niguel Water District",158.28375,0.332222662,0,0,1,1,0,2,0,0,0,0.210364593,0.789635407,95.813,0,3,0,1,"South","South","Moulton Niguel Water District",172068,7928939515,9480288834,126.247308964503,172068,11028752946,175.603607270907,-3099813431,-28.1066539995736,-49.3562983064039,-28.1066539995736,"South Coast",1,-0.188247206834916,-0.2,-0.0117527931650843,0
